COMMUNITY,MOVEMENT_GROUP,FAN_ID,PRIMARY_MERCHANT,SECONDARY_MERCHANT,DAY_DATE,WINS,LOSSES,NET,PRIMARY_SPEND,SECONDARY_SPEND
NHL,Video Streaming,0bcdc55fa6f83012d7e0033bef5f3ea9,netflix,_none_,2023-12-23,1,0,1,16.955000000,
NBA,Video Streaming,8c66dd54f721b4dbd87eeb912aff5d87,paramount+,_none_,2024-09-08,0,1,-1,11.980769231,
NFL,Video Streaming,a14500865874c13158f198706f72fa89,_none_,netflix,2024-02-05,1,0,1,,13.545000000
WNBA,Video Streaming,ba22d8d8b3c0d0cb14fb3dd0b1c033e0,_none_,hulu,2024-06-22,1,0,1,,12.836250000
NWSL,Video Streaming,211dcae6ab8e1e1416a37a213101d8d4,_none_,fubo_tv,2024-10-31,1,0,1,,104.840000000
NBA,Video Streaming,58c00b9c49339a2ccf2703189eba3468,netflix,_none_,2024-09-08,0,1,-1,10.781555556,
NBA,Video Streaming,5a7e756a40ad5bf2a342162f099ffa2e,sling_tv,_none_,2024-01-01,1,0,1,34.450000000,
NBA,Video Streaming,893e27701d211b60b7ca48b5244ab17d,youtube_tv,_none_,2024-06-27,0,1,-1,70.917500000,
NFL,Video Streaming,3b84d2551009fbd394ae59e68d06fb2a,_none_,netflix,2023-12-30,0,1,-1,,21.830000000
MLB,Video Streaming,9a94f3bfaa9de95cd6422606e2fa8060,_none_,paramount+,2023-10-27,1,0,1,,10.457317073
MLB,Video Streaming,43f99b02a07448adb83e54892fe22ecf,_none_,netflix,2024-01-28,0,1,-1,,24.692222222
MLB,Video Streaming,a53192feefc5a839587093b6c4714e2d,_none_,netflix,2023-12-27,0,1,-1,,23.007333333
MLB,Video Streaming,7db449afe2000ad6c5520620a362546d,_none_,hulu,2024-10-16,1,0,1,,76.436818182
NBA,Video Streaming,ec4a609d0751305762bd3e347ba612ea,netflix,_none_,2024-09-18,0,1,-1,26.364000000,
NFL,Video Streaming,7644f5bcc366fcaa0b897bc9822afbc7,roku,netflix,2024-06-07,1,0,1,9.552857143,15.617500000
MLB,Video Streaming,6df60bffa729f0ed8f9ab6250736f58f,_none_,hulu,2024-08-05,1,0,1,,8.526666667
NBA,Video Streaming,04f88d2528f62c4cad54e2cd8c7a9894,roku,_none_,2024-06-05,0,1,-1,12.260909091,
MLB,Video Streaming,ea270736e9c72ba8036cdbed465bcfbd,netflix,_none_,2023-11-16,0,1,-1,16.101428571,
MLS,Video Streaming,4e18054a02731d1b936cf81f203ad9b4,_none_,paramount+,2024-06-06,0,1,-1,,6.171250000
NFL,Video Streaming,3243901034ff8c530f0e33d723b74df8,_none_,netflix,2024-08-13,1,0,1,,11.885000000
NFL,Video Streaming,651b1dce4c524b9028ebb38c65ae4110,_none_,netflix,2024-02-24,0,1,-1,,23.638571429
NFL,Video Streaming,80c064981345ff09dfdc8495def033e8,_none_,peacock_tv,2024-01-14,0,1,-1,,6.952000000
NBA,Video Streaming,4cc8c9393992e8083dc09db18ebc47f6,_none_,netflix,2024-02-15,0,1,-1,,15.617777778
MLB,Video Streaming,63dc4e44a0f9e44092ad00eb3fc22aec,_none_,netflix,2024-09-07,1,0,1,,19.668666667
NHL,Video Streaming,cf89913ccb3bd121e5aaa677dec4c9f5,_none_,netflix,2023-11-21,0,1,-1,,17.245000000
NFL,Video Streaming,a2acb1835ec7f0dc485e4e470fe3c83f,hbo_max,_none_,2024-01-24,0,1,-1,10.045714286,
NHL,Video Streaming,94d55f1cd4b902af40bf0891c0303de4,fubo_tv,_none_,2024-01-17,0,1,-1,95.958461538,
NFL,Video Streaming,624d8d1728879599e0a518a8be737347,roku,_none_,2024-01-12,0,1,-1,12.138695652,
NFL,Video Streaming,a53b6c6203121a45e72d9995698679f0,peacock_tv,_none_,2023-10-21,1,0,1,6.125000000,
MLB,Video Streaming,636b3229ac32f754dc1e37a208359ef8,_none_,hulu,2024-10-08,1,0,1,,8.556000000
NHL,Video Streaming,b3eaf4e9d06725fd86c1dc4618072f56,netflix,_none_,2024-01-06,1,0,1,22.515000000,
NBA,Video Streaming,33d568d02ad59b96ca3290c3f8d0f3b3,_none_,sling_tv,2024-02-22,1,0,1,,4.850000000
NBA,Video Streaming,ceb9d7b2e9dd0b58ae4388669774963d,_none_,peacock_tv,2024-07-26,0,1,-1,,8.570000000
NHL,Video Streaming,22277608150d9caaa9052b0b4b24ef69,hulu,peacock_tv,2023-12-24,0,1,-1,8.033333333,6.258333333
MLB,Video Streaming,9739361eb5e74a6e85b3ae9a3bcc65a7,roku,_none_,2024-09-26,0,1,-1,6.237380952,
NFL,Video Streaming,a1fdac38b15bd142087df68175454abf,hulu,_none_,2024-06-07,0,1,-1,73.390000000,
NBA,Video Streaming,1bca56e1af83e1892957c50b0a3661c0,_none_,roku,2023-11-13,0,1,-1,,11.594375000
NBA,Video Streaming,3a5734c0dda49e89beed8e2123859ed8,_none_,hulu,2024-10-01,1,0,1,,90.594782609
NBA,Video Streaming,f330f20b8c04a477370ad09928ceaa4f,hulu,_none_,2024-09-28,0,1,-1,49.709333333,
NFL,Video Streaming,97bbb175cb8d7b07868cc97d9893b8fa,_none_,netflix,2024-06-21,0,1,-1,,24.187777778
MLB,Video Streaming,cfa5342dbe85ccbf34ca2adf6c0965fc,paramount+,_none_,2024-06-10,1,0,1,4.726666667,
MLB,Video Streaming,6d56026f98249c7676961113510c6457,hulu,_none_,2024-09-22,0,1,-1,51.746551724,
NFL,Video Streaming,535c634b4f7833305df642a0a955737a,netflix,_none_,2023-12-29,1,0,1,21.283750000,
MLB,Video Streaming,67ddb22540d7288abdd2242c6ae0795c,_none_,paramount+,2024-08-06,1,0,1,,4.810000000
MLS,Video Streaming,effb50b34d730ee0697774cfd997f773,_none_,hulu,2024-09-27,1,0,1,,8.774800000
NFL,Video Streaming,58e972d7274055799ae9b23e1767c1eb,_none_,netflix,2023-12-08,0,1,-1,,23.787333333
NFL,Video Streaming,4cb6e2d1450acd1abfe215b621f24b65,_none_,hulu,2024-09-20,1,0,1,,14.920000000
NBA,Video Streaming,9ec135e62849f6414e1d939de77207d7,_none_,disney_plus,2024-03-20,1,0,1,,10.867083333
NFL,Video Streaming,b92f45b4d4c73c05d3e11e3af21a9e93,disney_plus,_none_,2023-09-29,0,1,-1,10.300740741,
NFL,Video Streaming,05a2ca2d055c175d436fb3f77770ead1,_none_,paramount+,2023-12-20,0,1,-1,,11.596000000
NFL,Video Streaming,a5499c966f571fe16f93f274ca9be647,peacock_tv,_none_,2023-11-26,1,0,1,2.103333333,
MLB,Video Streaming,9dec59a3fc65c3dc2f194f5134906caf,netflix,_none_,2024-06-20,1,0,1,22.990000000,
MLS,Video Streaming,925a3ec5fdfebba9b5e1d6d6f4d1dca3,fubo_tv,netflix,2024-02-10,0,1,-1,162.300000000,7.158333333
NHL,Video Streaming,ebf98c875c3ac686e065897713bbb4ec,roku,_none_,2024-08-06,0,1,-1,6.751111111,
NFL,Video Streaming,03e0c7b463e773048b8d269edcb3be8f,_none_,hulu,2024-02-16,1,0,1,,18.341333333
MLS,Video Streaming,f368afd0c1f611eebaf05e029ca4a5fc,_none_,univision_now,2024-06-24,1,0,1,,7.210000000
MLB,Video Streaming,8c4c2ec920f7a4e7fa45f8a0ad33a48b,hulu,_none_,2024-10-10,0,1,-1,8.525384615,
MLB,Video Streaming,80129c306e482225b32e620c8da217c6,peacock_tv,_none_,2024-09-14,0,1,-1,6.385000000,
MLB,Video Streaming,d336c2e9731accab8131ddf645c2c816,disney_plus,_none_,2023-12-27,0,1,-1,9.608275862,
NHL,Video Streaming,229939140b31e51ce3a9310af959ec41,hulu,_none_,2024-09-25,0,1,-1,0.970000000,
NFL,Video Streaming,68a5531f3becf409cdaa899d22c3aa89,youtube_tv,netflix,2023-10-22,1,0,1,63.699000000,15.527272727
NFL,Video Streaming,c75ab3992cd254624c6ecdc8c7d15762,_none_,netflix,2024-06-18,0,1,-1,,15.391111111
NFL,Video Streaming,324fb7130c1fefd567dcdb3ff56cc230,_none_,paramount+,2024-04-12,1,0,1,,5.238800000
NFL,Video Streaming,16aec6d04a5c6b20c2f3244d7e8da766,_none_,discovery,2023-12-31,1,0,1,,7.412222222
NFL,Video Streaming,d126671116c0f8fff970faf172a99b33,_none_,netflix,2024-04-07,0,1,-1,,9.690000000
MLB,Video Streaming,4589f1dcdff9b347ab4f37a850f5352d,peacock_tv,_none_,2024-03-21,0,1,-1,5.720526316,
NFL,Video Streaming,97896a0be938bde1d22dcfc1aae958c0,nfhs_network,_none_,2024-04-06,0,1,-1,12.355000000,
NBA,Video Streaming,d9d0a7c40e10846fc8e2acf265034787,_none_,hulu,2024-03-08,1,0,1,,22.282352941
NFL,Video Streaming,4866fed489165cab61b9ad36e42886f3,_none_,netflix,2023-10-11,1,0,1,,19.716666667
NFL,Video Streaming,883052406129309de4d3bf5c46458799,hulu,_none_,2024-04-26,0,1,-1,8.288275862,
MLB,Video Streaming,beb1ca9d9da2c3b82152952f6e505e38,vudu,_none_,2023-11-20,0,1,-1,10.990000000,
MLS,Video Streaming,213fab7798c2029bf3e736f2baa68130,univision_now,ufc_tv,2024-06-14,0,1,-1,7.320000000,9.183333333
NFL,Video Streaming,c69d15784c9834c1e1a8bcc49c00ec88,_none_,hulu,2024-07-01,1,0,1,,7.780000000
MLB,Video Streaming,1fcd0e6cd656d5f9b04ef85068a0d6bf,_none_,paramount+,2024-03-20,1,0,1,,7.745000000
NBA,Video Streaming,5051d5526cde2ae77cb2d8129759e4eb,netflix,_none_,2023-10-02,1,0,1,22.788823529,
NHL,Video Streaming,9d5ad06e061a13cd6825c1fd91dc179c,paramount+,_none_,2024-06-28,1,0,1,5.936000000,
MLS,Video Streaming,9f23ba4bb94e1d39ca1bbaaafa73a06f,_none_,hulu,2024-09-09,1,0,1,,15.339230769
NFL,Video Streaming,352263ad9c7e04296b62382ff722f9d8,_none_,espn+,2023-10-24,1,0,1,,9.546666667
NBA,Video Streaming,bef567efcb215a3635c2a004505817fb,paramount+,_none_,2024-04-13,1,0,1,13.265454545,
NBA,Video Streaming,6007eee9030b6089edf47c49cdff3886,netflix,_none_,2024-03-02,1,0,1,6.845000000,
NHL,Video Streaming,76da8db0af63cb2586ee013bad43d979,netflix,_none_,2023-12-21,1,0,1,24.688000000,
MLB,Video Streaming,4d0ba04cb9f555155d34fc8264435dc5,_none_,netflix,2023-11-29,0,1,-1,,16.411333333
NHL,Video Streaming,c10c1672245c2b56cfc1cd7749add47d,_none_,netflix,2024-09-28,1,0,1,,9.867931034
NFL,Video Streaming,9cff1f5b5c6c3d81748e1262f94f0182,hulu,_none_,2024-09-15,0,1,-1,81.542820513,
MLB,Video Streaming,af99b06e30af978c42859966716fbe6b,_none_,netflix,2024-03-24,1,0,1,,16.123846154
MLS,Video Streaming,f52fec88ff5fd460fab6425936401e51,paramount+,_none_,2024-05-30,0,1,-1,5.317352941,
NHL,Video Streaming,6888b3f4ec138026a9a2a2c62684a8e0,_none_,showtime,2024-03-20,1,0,1,,10.278000000
MLB,Video Streaming,c6cbc2891376a4dfcce79e3b2e083e45,hulu,_none_,2024-08-10,1,0,1,12.014642857,
NFL,Video Streaming,640e3c2e896c092afcec7b10df548b9a,_none_,hulu,2024-04-04,1,0,1,,95.431250000
NBA,Video Streaming,b82ab05f0e7af76397ffa3565332d120,_none_,hulu,2024-02-15,0,1,-1,,8.416250000
NFL,Video Streaming,6c96a0a159c074023ebc12890c42f668,_none_,dazn,2024-08-14,1,0,1,,28.078000000
NBA,Video Streaming,0f50c5440fb1ebeb935f20f877d51ac7,roku,_none_,2023-10-05,1,0,1,11.974666667,
NBA,Video Streaming,d61fcd5bd45a6bcd9291247d6fe19d64,_none_,hulu,2024-02-03,1,0,1,,16.184666667
NFL,Video Streaming,00eae8b5da52ff0c377953e23daf3b8c,_none_,espn+,2024-08-31,1,0,1,,11.780000000
MLB,Video Streaming,5af00ee5f835340441e2376e3d2dc456,_none_,hulu,2024-02-07,1,0,1,,14.110000000
MLB,Video Streaming,c686ab409430b7c7a65178c680004c40,disney_plus,_none_,2024-04-02,0,1,-1,10.435128205,
MLS,Video Streaming,bd99cb208b4d62ff37ef1335635933b1,_none_,netflix,2024-01-31,0,1,-1,,20.590000000
NBA,Video Streaming,6c630f19830350632c26794ae3fa0ed5,netflix,_none_,2024-10-27,0,1,-1,15.337173913,
NBA,Video Streaming,9f4e73835364b19f6e874a905f65af00,_none_,netflix,2024-10-25,1,0,1,,20.479230769
MLB,Video Streaming,f77913a40513b73c9f6ff7a630505c7c,_none_,peacock_tv,2024-04-22,1,0,1,,6.245882353
NFL,Video Streaming,77a2fba11ff1afa906adadaf6161e906,_none_,netflix,2023-12-06,1,0,1,,20.850000000
NBA,Video Streaming,ec64df54c31891339a6614121c3453d9,_none_,hulu,2023-12-23,0,1,-1,,27.212000000
MLS,Video Streaming,683d4501364c01e57a99852fbfb640d8,_none_,paramount+,2023-10-26,1,0,1,,5.445000000
MLB,Video Streaming,9d389ad097ebca71e5228f597cf1cdb2,hulu,_none_,2023-11-25,1,0,1,4.298333333,
WNBA,Video Streaming,8ee3485ec2c589d014331d69e4baeb12,_none_,youtube_tv,2023-11-20,1,0,1,,75.704545455
WNBA,Video Streaming,0cf460b5d652bb0482e24aea30803e47,_none_,netflix,2024-03-04,0,1,-1,,16.965000000
NFL,Video Streaming,117072560df0fbfc9f4b9c61b36691a7,_none_,netflix,2024-06-29,0,1,-1,,7.192857143
NBA,Video Streaming,155df52e90a8d3407b0bce6e93b60684,_none_,peacock_tv,2024-02-28,1,0,1,,2.081111111
MLB,Video Streaming,42a4b4cef1d0fd6e284746ef9b4f03d5,_none_,disney_plus,2024-07-12,0,1,-1,,11.950000000
MLS,Video Streaming,51335a9bc3c7b8973eb197fd68676f17,hulu,netflix,2024-06-15,0,1,-1,82.493333333,22.894444444
MLB,Video Streaming,25df19494a6620b361a451053f61745c,fubo_tv,_none_,2024-02-27,1,0,1,97.742307692,
MLB,Video Streaming,f94f1f3c371a230d1e30243ac36907f8,_none_,peacock_tv,2024-04-08,0,1,-1,,7.215000000
MLB,Video Streaming,7790df0711b858ebd59880be2f98285b,_none_,hulu,2023-10-16,1,0,1,,16.061250000
NFL,Video Streaming,09c52a70516a4545028e0fb89ee4cc3e,_none_,netflix,2024-02-17,0,1,-1,,23.210000000
MLB,Video Streaming,6e6feea6fda4d8f35fbd941d2e802b12,_none_,disney_plus,2024-01-08,1,0,1,,8.018461538
NBA,Video Streaming,a5100dfe6b1137b13a6adf135d487de1,hulu,_none_,2024-02-25,0,1,-1,13.112500000,
NFL,Video Streaming,d7ab6b7d217a86d77055ab8821abda53,disney_plus,_none_,2024-07-07,0,1,-1,11.288076923,
NFL,Video Streaming,d25f585067460a239d8c198fe3ed65ae,netflix,_none_,2024-06-15,1,0,1,40.580000000,
NFL,Video Streaming,e7bd450e1bea878d039da14a078f5bd1,_none_,netflix,2024-10-23,1,0,1,,16.755454545
NBA,Video Streaming,44895517682211b10da57bea0f3e9014,peacock_tv,espn+,2024-04-06,1,0,1,7.598888889,25.235000000
NFL,Video Streaming,4cffb1774c08398503a517b50b35f50f,_none_,netflix,2024-05-15,1,0,1,,24.416111111
NHL,Video Streaming,398d9ee64087b4b304b1ed655b56766d,_none_,paramount+,2024-09-07,1,0,1,,8.642307692
MLS,Video Streaming,3d01c312405da28d281d08e81144977a,_none_,netflix,2023-11-25,0,1,-1,,15.357500000
NBA,Video Streaming,112ed91f3b7e4f3c7d4bc9252300ef54,_none_,hulu,2023-10-18,1,0,1,,14.605333333
MLB,Video Streaming,1225e5fe85338d06f666899ad0453f6f,disney_plus,_none_,2024-06-20,0,1,-1,10.783939394,
NHL,Video Streaming,43fd5584ae127c514de70d50cc23d399,_none_,hulu,2023-12-29,0,1,-1,,1.053333333
MLB,Video Streaming,e650a65a27417dbff1302b490bba245f,espn+,_none_,2024-02-17,1,0,1,12.235000000,
NHL,Video Streaming,27f6080c2c51a4fa9e505ce3711b7a23,_none_,hbo_max,2024-06-15,0,1,-1,,18.496000000
NFL,Video Streaming,d11fde2e8472bf033aa677d0daeeb8fd,_none_,netflix,2024-08-02,0,1,-1,,18.095000000
NFL,Video Streaming,e3b9188020c6b7c442367dec8a64aee4,netflix,_none_,2024-01-27,1,0,1,10.610000000,
MLB,Video Streaming,6df27f141c54516e14f0b167d359188e,_none_,disney_plus,2023-10-12,1,0,1,,7.374411765
MLB,Video Streaming,85edd409809b3cb3668e757665c6489c,hbo_max,_none_,2024-01-27,0,1,-1,15.165454545,
NFL,Video Streaming,2654439aea4fe48a4fcd9c560fa463ed,_none_,peacock_tv,2024-04-14,1,0,1,,11.376842105
NFL,Video Streaming,b27db71ac0b982b1cda0f7fce2ec7be4,netflix,_none_,2024-05-15,1,0,1,7.388888889,
NFL,Video Streaming,5161a4606631c0b40bbdbbb90d4bab51,paramount+,_none_,2024-02-29,0,1,-1,6.258571429,
NWSL,Video Streaming,bdabc2cdbe8c6f18b08f4fea44211388,_none_,espn+,2024-04-13,0,1,-1,,12.074615385
NFL,Video Streaming,3bd71231ac93a3904705848f4f2afc3e,peacock_tv,_none_,2023-12-21,0,1,-1,10.575000000,
NFL,Video Streaming,2f5ba811381e738768c88702f58167bf,nfl_app,_none_,2024-02-02,0,1,-1,5.690000000,
NBA,Video Streaming,2c8928e7cb12660a74a6a63c439fbfe4,peacock_tv,_none_,2024-05-29,0,1,-1,11.890000000,
NHL,Video Streaming,f40320ae80b33a3a94e25ff2e7d005e4,peacock_tv,_none_,2024-06-29,0,1,-1,6.052500000,
NFL,Video Streaming,097a7ef693f3bfa747afce210b660b6e,netflix,_none_,2023-11-02,1,0,1,23.069375000,
NFL,Video Streaming,5d94e70af0f125faaaa66b73d62fdc7a,paramount+,_none_,2023-11-20,1,0,1,12.202500000,
NHL,Video Streaming,24989b1432dbfa63422f9691dd0f237a,_none_,hulu,2024-09-20,1,0,1,,7.757727273
MLB,Video Streaming,4c32b0fe66ee588a16d4b80d76c8bca1,_none_,paramount+,2024-08-12,0,1,-1,,6.487500000
MLB,Video Streaming,bee6e61c423b61e6631af64368a45b07,_none_,peacock_tv,2024-03-10,0,1,-1,,13.920000000
NBA,Video Streaming,63f644c8336031503c491102566d55df,_none_,disney_plus,2024-06-14,0,1,-1,,11.906666667
MLB,Video Streaming,fd147864ba12dfdbb13dbcc6d74a74da,peacock_tv,_none_,2024-08-12,0,1,-1,5.801818182,
NFL,Video Streaming,bf45b7bb0d51a889a188eeabe3388a32,disney_plus,_none_,2024-01-18,1,0,1,27.775714286,
NBA,Video Streaming,7c343566a7f29e41eece4c8d34d47ffc,_none_,roku,2024-04-08,1,0,1,,10.426969697
MLB,Video Streaming,e6536789caae64ef43195c0fda02aed6,hulu,_none_,2024-07-04,0,1,-1,91.638750000,
MLB,Video Streaming,04beb7f2add29b47449334cedd8dc532,_none_,netflix,2024-06-06,1,0,1,,11.233684211
NFL,Video Streaming,fc5868a02e76dac10385879f3ebb6da8,_none_,hulu,2024-09-15,1,0,1,,16.547333333
NBA,Video Streaming,b5424d9f3ee63e16965ae7bcd43b8fcf,_none_,hulu,2024-04-10,0,1,-1,,19.424545455
NHL,Video Streaming,d46201df60f7115dc7fa38d50b88327c,_none_,disney_plus,2023-12-20,1,0,1,,9.753333333
MLB,Video Streaming,226cf016e679233dcb3c8932f76b789b,_none_,disney_plus,2024-03-13,0,1,-1,,8.781666667
NFL,Video Streaming,833677d118ec61bd00171560ea3ff0f1,_none_,vudu,2024-01-07,1,0,1,,12.813770492
MLS,Video Streaming,b8ed707d0024041332c1bee0e21b4ab2,_none_,hulu,2024-09-23,1,0,1,,21.323142857
MLB,Video Streaming,f2ed9ef883bae0400aaa29389aa24136,_none_,mlb_tv,2023-10-10,1,0,1,,25.803333333
NBA,Video Streaming,bc338d4bbdddb88231caeadcd53a63bf,_none_,espn+,2024-02-10,1,0,1,,45.340000000
NBA,Video Streaming,054d23fe7c8f1c36595b4e8c5596b6cc,youtube_tv,_none_,2024-03-30,0,1,-1,70.226363636,
NHL,Video Streaming,12de1dff05abdb71e6f0c1176c47ade6,_none_,hulu,2024-09-22,1,0,1,,8.466842105
NHL,Video Streaming,dc306f6a9c4130a443ab2ef991ca8a66,_none_,youtube_tv,2024-02-24,1,0,1,,89.470000000
MLB,Video Streaming,18d31856fe4d25e7a34f884e1db59060,_none_,hulu,2024-06-13,1,0,1,,8.183333333
MLB,Video Streaming,d203ba35f27acad5f327ff2a603b4655,vudu,_none_,2024-01-07,1,0,1,4.426428571,
MLB,Video Streaming,0c7cf149fef6ce9d2bdf53ffd2003310,netflix,_none_,2023-10-15,1,0,1,22.194705882,
NFL,Video Streaming,150b28e79f4ec5ce38130bcdaedc3ca0,_none_,netflix,2024-07-14,1,0,1,,21.975517241
NBA,Video Streaming,3153576be6329cbf2dcf6889639e7ff0,disney_plus,_none_,2024-01-21,0,1,-1,9.947666667,
MLS,Video Streaming,be62a0f0c52aa2e00dd5bc03be7f1ef7,_none_,netflix,2024-09-26,1,0,1,,15.533333333
MLS,Video Streaming,c499ccde4e31b90beee958d8e786a790,_none_,netflix,2023-09-27,0,1,-1,,16.836470588
MLB,Video Streaming,8afb6d854ae07667438dab4852192dd6,_none_,roku,2024-01-15,0,1,-1,,7.710526316
NHL,Video Streaming,41a8caf06ba4eda998a8ffafe283f78b,hulu,_none_,2024-03-10,1,0,1,8.690833333,
MLB,Video Streaming,72baff3508bc3570941a74cb17f9f0be,_none_,peacock_tv,2024-06-06,1,0,1,,5.878181818
MLB,Video Streaming,e987ef6b973c2bc367f0266cf50d0442,roku,_none_,2024-03-10,0,1,-1,30.823333333,
NBA,Video Streaming,d28451c2a3b2ecc3f4f0deeeebf29560,_none_,espn+,2024-04-10,1,0,1,,11.691500000
NHL,Video Streaming,88aa404ce425a5b36a858a2da9092d54,_none_,fubo_tv,2024-08-24,0,1,-1,,111.584285714
NFL,Video Streaming,398d7b30419da896fa397f5d9a700804,roku,_none_,2024-04-26,0,1,-1,8.574166667,
MLB,Video Streaming,e63ec027ac167326d099d1fabd56e907,disney_plus,_none_,2024-05-20,0,1,-1,8.234285714,
MLS,Video Streaming,256358bc24415659fffb9a147406a5d5,hulu,_none_,2024-10-05,0,1,-1,14.750222222,
MLB,Video Streaming,0bff4ed001ddb45871e695919b4adfdc,_none_,fubo_tv,2024-05-27,1,0,1,,111.694285714
NFL,Video Streaming,30c97aad2a000a1920b7ce9bc76c8bf5,netflix,_none_,2023-12-13,1,0,1,24.827333333,
NHL,Video Streaming,c85f60fdb7484da7bbc4948657d70e0f,_none_,vudu,2024-04-22,1,0,1,,13.035882353
NHL,Video Streaming,af707a34c7096ed4151ab385ff9d203e,hulu,_none_,2024-09-23,0,1,-1,7.646666667,
NBA,Video Streaming,9f787ed22b64029a90d60c032a52e115,_none_,peacock_tv,2023-10-20,1,0,1,,1.075000000
NFL,Video Streaming,1a2de7964696fd180476973f142a5a1d,_none_,netflix,2023-10-23,1,0,1,,9.731000000
NFL,Video Streaming,a39b55609aad3a5eaafa1f88a5c7b158,disney_plus,_none_,2023-11-21,1,0,1,14.876666667,
NBA,Video Streaming,e71f28e03c04b32099dc4dd990bcae38,_none_,roku,2024-07-27,0,1,-1,,7.921818182
NBA,Video Streaming,e6f0bdfb998fed56a1885a530b7e5596,_none_,netflix,2024-05-16,0,1,-1,,15.425000000
NHL,Video Streaming,dbcb341a12881e2357ce8aba36f4c952,_none_,hbo_max,2024-03-19,0,1,-1,,22.537500000
MLB,Video Streaming,02785cd1d7862bfb6dc6c523264fb4bf,_none_,netflix,2024-03-11,1,0,1,,10.740000000
NFL,Video Streaming,9d0b4a72b46972b6adb5bcb64873d153,_none_,netflix,2023-09-28,1,0,1,,21.714615385
MLB,Video Streaming,23d154388bbe49735ca3d6e89962202a,_none_,youtube_tv,2024-06-29,1,0,1,,69.583043478
NHL,Video Streaming,431ba4168338037434c725890f158b45,disney_plus,_none_,2024-08-16,0,1,-1,15.325000000,
MLB,Video Streaming,cbbf9af07a14db01a9b8c89936518218,_none_,disney_plus,2024-10-08,1,0,1,,10.460256410
MLB,Video Streaming,42d293584a1612d4493893cffb8be883,_none_,hulu,2023-10-06,1,0,1,,7.686315789
MLS,Video Streaming,e843ff5b98bc021e66f661a9f5738683,_none_,netflix,2023-11-07,0,1,-1,,14.710000000
NHL,Video Streaming,fd33f6acfae81cf396fad6e710dfa483,hulu,_none_,2023-11-20,1,0,1,0.895000000,
MLS,Video Streaming,03a858ae310f101d6a038dafeac8d6c0,_none_,roku,2023-12-17,1,0,1,,80.272272727
NHL,Video Streaming,3626eddd44e8ddccae1c5e0ccad3f359,_none_,hulu,2024-09-14,1,0,1,,7.364222222
NBA,Video Streaming,e4f7c6de36aafd0d0c30e3a7d32a4a78,_none_,sling_tv,2023-12-04,1,0,1,,72.302413793
NHL,Video Streaming,56a27dfce881d589ba85a155455b2fbc,_none_,hbo_max,2024-08-26,0,1,-1,,17.138333333
MLB,Video Streaming,db689559a883853b962f33f4eb48cf71,hulu,_none_,2024-01-03,0,1,-1,70.397916667,
MLB,Video Streaming,732990ecd690da1ce78cbc43043d768e,netflix,_none_,2023-12-16,1,0,1,7.900666667,
MLB,Video Streaming,889b39767dfa6d9f80610c58857d94cf,paramount+,_none_,2024-05-24,0,1,-1,5.098888889,
MLB,Video Streaming,9dd9a56a6677751c2e3249c730a1db21,hbo_max,_none_,2024-03-25,1,0,1,18.000000000,
WNBA,Video Streaming,788d68becd8d2f4c757b4e4c62088877,_none_,hulu,2024-05-15,0,1,-1,,8.750000000
MLB,Video Streaming,628c0691151d7a26e63d31b054d69696,_none_,paramount+,2024-07-20,1,0,1,,6.660000000
MLB,Video Streaming,8110ce8e2e1e5f9005a772fb903fb410,_none_,disney_plus,2024-02-01,0,1,-1,,38.375000000
MLS,Video Streaming,05a223ab604b846fbfabeb674f9579f0,_none_,peacock_tv,2024-01-14,0,1,-1,,12.435000000
MLS,Video Streaming,405b829176575c48c33040afc8f8a517,hulu,_none_,2023-11-28,1,0,1,15.983636364,
NHL,Video Streaming,d99d62f1e1b250fb9beaa6035267b0df,_none_,nba_league_pass,2023-10-06,0,1,-1,,15.756666667
MLB,Video Streaming,f394b05971b736028bacbd6c580baa62,_none_,netflix,2023-11-28,0,1,-1,,7.510000000
NBA,Video Streaming,a3aed8fdd37976ed38dcdfece600ba40,hulu,_none_,2024-09-11,0,1,-1,84.203043478,
MLB,Video Streaming,74f067efbb23c38e51738c648a2ee101,_none_,hulu,2023-11-27,0,1,-1,,3.220000000
MLB,Video Streaming,0e09b851197f21fdb3a306b6413efc4b,disney_plus,_none_,2024-09-25,0,1,-1,19.396000000,
NFL,Video Streaming,eec044f1e86a58e44ef49e325bd36a5a,_none_,netflix,2024-01-02,1,0,1,,15.854444444
NBA,Video Streaming,5f4119c1e2a9692feef39471b0ddf30f,_none_,youtube_tv,2024-10-23,1,0,1,,87.398181818
NFL,Video Streaming,d7bd1461830f31a2abe19afed6cff3d6,fubo_tv,_none_,2024-06-07,0,1,-1,103.753333333,
MLS,Video Streaming,3dc6c5043522d66b88db00479db620d4,netflix,_none_,2024-02-06,1,0,1,25.329230769,
MLB,Video Streaming,48c94127fcf8ee3d50d4d10799344b11,_none_,philo,2024-08-28,0,1,-1,,32.210000000
NHL,Video Streaming,52f6d94ba6e27e5b7ee3485f276f3c15,_none_,hulu,2023-10-01,1,0,1,,16.522500000
MLB,Video Streaming,e0b186cdeb648daca38ce836b0d631b9,_none_,netflix,2024-01-21,1,0,1,,15.183076923
NFL,Video Streaming,0bc2bb49008205e56191356eb0e2ae48,_none_,sling_tv,2023-12-25,0,1,-1,,47.615000000
